BC_SKU,BC_Name,BC_Price,Supplier,Supplier_SKU,Supplier_Name,Cost_Price,RRP,Stock,Match_Type,Reviewed
OB - NLBCTPL,NutraLife Bio Curcumin 60c,43.59,oborne,NLBCTP,"NUTRALIFE BIO CURCUMIN TUMERIC 16,500+",16.64,26.32,2,sku_prefix,FALSE
OB - NLBCTPL,NutraLife Bio Curcumin 60c,43.59,oborne,NLBCTPL,"NUTRALIFE BIO CURCUMIN TUMERIC *SELL THRU, NEW SKU 2770050*",27.82,43.59,,sku_prefix,FALSE
OB - BRKLIB,Brauer Kids Iron with Vitamin B Liquid 200ml,21.77,oborne,BRKLIB,BRAUER KIDS IRON + VIT B 200ML ,15.9,21.77,39,sku_prefix,FALSE
OB - NLKHCFL,NutraLife Kyolic Aged Garlic Heart and Cholesterol Formula 120c,56.32,oborne,NLKHCFL,NUTRALIFE KYOLIC AGED GARLIC EXTRACT CAP,35.52,56.32,34,sku_prefix,FALSE
OB - NLKHCF,NutraLife Kyolic Aged Garlic Extract Heart & Cholesterol Formula 60c,31.77,oborne,NLKHCF,NUTRALIFE KYOLIC AGED GARLIC EXTRACT CAP,19.76,31.77,51,sku_prefix,FALSE
OB - SPLISPK,Martin & Pleasance Spatone Liquid Iron Sachets 28 Packet 25ml,41.36,oborne,SPLISPK,SPATONE ORIGINAL SACHET 25ML 28 DAY,25.38,41.36,66,sku_prefix,FALSE
OB - BULBUC,Burts Bees Lip Balm Ultra Condit (Kokum Butter) Tube 4.25g,6.77,oborne,BULBUC,BURTS BEES U/COND L/BALM 4.25G ,3.98,6.77,92,sku_prefix,FALSE
OB - BULBPG,Burts Bees Lip Balm Pink Grapefruit Refreshing Tube 4.25g,6.77,oborne,BULBPG,BURTS BEES LIP BALM 4.25G GRAPE FRUIT,3.98,6.77,42,sku_prefix,FALSE
OB - BULBTRD,Burts Bees Lip Balm Tinted Red Dahlia 4.25g,12.59,oborne,BULBTR,BURTS BEES TINTED L/BALM4.25G ** OBSOLETE MANUFACTURER **,7.4,12.59,,sku_prefix,FALSE
OB - BULBMAN,Burts Bees Lip Balm Mango Butter Nourishing Tube 4.25g,6.77,oborne,BULBMAN,BURTS BEES L/BALM 4.25G MANGO,3.98,6.77,60,sku_prefix,FALSE
OB - BULBTRD,Burts Bees Lip Balm Tinted Red Dahlia 4.25g,12.59,oborne,BULBTRD,BURTS BEES TINTED L/BALM4.25G ** OBSOLETE MANUFACTURER **,7.4,12.59,,sku_prefix,FALSE
OB - BULBTPB,Burts Bees Lip Balm Tinted Pink Blossom 4.25g,12.59,oborne,BULBTPB,BURTS BEES TINTED L/BALM4.25G ** OBSOLETE MANUFACTURER **,7.4,12.59,,sku_prefix,FALSE
OB - BULBTHI,Burts Bees Lip Balm Tinted Hibiscus 4.25g,12.59,oborne,BULBTHI,BURTS BEES TINTED L/BALM4.25G ** OBSOLETE MANUFACTURER **,7.4,12.59,,sku_prefix,FALSE
OB - PPXPL,Pure Papayacare Papaya Lips 10g,6.55,oborne,PPXPL,PURE PAPAYACARE LIPS 10G ,2.7,6.55,141,sku_prefix,FALSE
OB - PPX4PLR,Pure Papayacare Papaya Lip Rescue 10g,,oborne,PPXPLR,PURE PAPAYACARE LIP RESCUE 10G,3.15,7.65,44,barcode,FALSE
OB - BRMPAPRS,Brauer Magnesium Plus Arnica Pain Relief Spray 100ml,23.59,oborne,BRMPAPRS,BRAUER MAG & ARNICA PAIN SPRAY SPRAY,17.53,23.59,13,sku_prefix,FALSE
OB - BIX2FLHPB,Biostime Supplements 2'-FL HMO ProBOOST + Vit D Oral Powder 44.8g,,oborne,BIX2FLHPB,BIOSTIME 2FL HMO PROBOOST PLUS **REFER TO 2618904**,,,,sku_prefix,FALSE
OB - MEACVO,Melrose Organic Apple Cider Vinegar 500ml,8.5,oborne,MEACVO,MELROSE APPLE CIDER VINEGAR ORGANIC 500ML,5.29,8.5,369,sku_prefix,FALSE
OB - MEACVDS,Melrose Apple Cider Vinegar Double Strength 500ml,7.5,oborne,MEACVDS,MELROSE APPLE CIDER VINEGAR DOUBLE STRENGTH 500ML,4.86,7.5,52,sku_prefix,FALSE
OB - HWMETS,HealthWise L Methionine 150g,45.41,oborne,METS,MELROSE TURMERIC POWDER HI STRENGTH SUPERBLEND 120GM,18.27,29.95,31,sku_prefix,FALSE
OB - DBCSAL,Dr. Bronner Pure Castile Liquid Soap Almond 946ml,44.95,oborne,DBCSAL,DR. BRONNER'S PURE CASTILE LIQ MAGIC SOAP ALMOND 946ML,25.54,40.86,12,sku_prefix,FALSE
OB - DFRDEMW,Distillery Reed Diffuser Enchantment Mango Wood Saffron 200ml,32.68,oborne,DFRDEMW,DISTILLERY REED DIFFUSR ENCHANTMENT 200ML,21.72,32.68,5,sku_prefix,FALSE
OB - DBCSCBS,Dr. Bronner Pure Castile Liquid Soap Cherry Blossom 237ml,15.41,oborne,DBCSCBS,DR. BRONNERS PURE CASTILE LIQ MAGIC SOAP CHERRY BLOSS 237ML,9.63,15.41,42,sku_prefix,FALSE
OB - DBCSCBXL,Dr Bronner Pure Castile Liquid Soap Cherry Blossom 3.78L Bulk,154.95,oborne,DBCSCBXL,DR. BRONNERS PURE CASTILE LIQ MAGIC SOAP CHERRY BLOSS 3.78L,88.04,140.86,6,sku_prefix,FALSE
OB - DBCSCBXS,Dr Bronner Pure Castile Liquid Soap Cherry Blossom 59ml,6.32,oborne,DBCSCB,DR. BRONNERS PURE CASTILE SOAP LIQ (HEMP) CHERRY BLOSS 473ML,15.88,25.41,18,sku_prefix,FALSE
OB - DBCSCBXS,Dr Bronner Pure Castile Liquid Soap Cherry Blossom 59ml,6.32,oborne,DBCSCBXS,DR. BRONNERS PURE CASTILE LIQ MAGIC SOAP CHERRY BLOSS 59ML,3.95,6.32,13,sku_prefix,FALSE
OB - DBCSCBL,Dr Bronner Pure Castile Liquid Soap Cherry Blossom 946ml,44.95,oborne,DBCSCBL,DR. BRONNERS PURE CASTILE LIQ MAGIC SOAP CHERRY BLOSS 946ML,25.54,40.86,20,sku_prefix,FALSE
OB - DBCSCS,Dr. Bronner Pure Castile Liquid Soap Citrus 237ml,15.41,oborne,DBCSCS,DR. BRONNER'S PURE CASTILE LIQ MAGIC SOAP CITRUS 237ML,9.63,15.41,35,sku_prefix,FALSE
OB - DBCSCXL,Dr Bronner Pure Castile Liquid Soap Citrus 3.78L Bulk,154.95,oborne,DBCSCXL,DR. BRONNERS PURE CASTILE LIQ MAGIC SOAP CITRUS 3.78L,88.04,140.86,,sku_prefix,FALSE
OB - DBCSCXS,Dr. Bronner Pure Castile Liquid Soap Citrus 59ml,6.32,oborne,DBCSC,DR. BRONNERS PURE CASTILE LIQ MAGIC SOAP CITRUS 473ML,15.88,25.41,22,sku_prefix,FALSE
KAD - 19861,Leda Nutrition Biscuits Choculence 180g,7.18,kadac,19861,Biscuits Choculence,4.43,7.18,100,sku_prefix,FALSE
KAD - 19863,Leda Nutrition Biscuits Gingernut 155g,4.92,kadac,19863,Biscuits Gingernut,2.86,4.92,100,sku_prefix,FALSE
KAD - 19862,Biscuits Minton 155g Leda Nutrition,7.1,kadac,19862,Biscuits Minton,4.43,7.1,100,sku_prefix,FALSE
KAD - 444571,Leda Nutrition Cookies Chocolate Chip 155g,5.73,kadac,444571,Cookies Choc Chip,2.86,5.73,100,sku_prefix,FALSE
KAD - 19866,Leda Nutrition Cookies Chocolate Chip 250g,6.14,kadac,19866,Cookies Choc Chip,3.71,6.14,100,sku_prefix,FALSE
UN - LEDA60,Leda Cracker Miniz Sour Crème & Chives 6 x 150g,29.94,kadac,495134,Leda Miniz Sour Cr�me & Chives 150g,3.5,5.6,100,barcode,FALSE
UN - LEDA60,Leda Cracker Miniz Sour Crème & Chives 6 x 150g,29.94,kadac,495134A,Leda Miniz Sour Cr�me & Chives 150g,3.5,5.6,,barcode,FALSE
UN - LEDA50,Leda Cracker Miniz Cheeze Multi 6 Pack 6 x 150g,34.2,kadac,495110,Miniz Cheeze Crackers Multipack,3.57,6.02,100,barcode,FALSE
UN - LEDA50,Leda Cracker Miniz Cheeze Multi 6 Pack 6 x 150g,34.2,kadac,495110A,Miniz Cheeze Crackers Multipack,3.5,5.9,,barcode,FALSE
UN - LEDA51,Leda Cracker Miniz Chick'n Multi 6 Pack 6 x 150g,34.2,kadac,495108,Miniz Chickn Crackers Multipack,3.57,6.02,,barcode,FALSE
UN - LEDA51,Leda Cracker Miniz Chick'n Multi 6 Pack 6 x 150g,34.2,kadac,495108A,Miniz Chickn Crackers Multipack,3.5,5.9,100,barcode,FALSE
UN - LEDA41,Leda Mini Rice Cakes Dark Chocolate 6 x 60g,29.94,kadac,492584A,SHORT DATED Rice Cakes Dark Chocolate,3.37,4.99,,barcode,FALSE
UN - LEDA40,Leda Mini Rice Cakes Mylk Chocolate 6 x 60g,29.94,kadac,492596A,SHORT DATED Rice Cakes Mylk Chocolate,3.37,4.99,,barcode,FALSE
KAD - 6132,Lotus Agar Agar 75g,23.8,kadac,6132,Agar Agar,16.21,23.8,100,sku_prefix,FALSE
KAD - 421158,Lotus Agave Dark Organic 250ml,9.45,kadac,421158,Agave Dark Organic,6.49,9.45,100,sku_prefix,FALSE
KAD - 421146,Lotus Agave Light Organic 250ml,8.35,kadac,421146,Agave Light Organic,5.55,8.35,100,sku_prefix,FALSE
KAD - 473230,Lotus Almond Meal 600g,28.45,kadac,473230,Almond Meal,19.49,28.45,100,sku_prefix,FALSE
KAD - 457032,Almonds Raw Organic 100g Lotus,10.29,kadac,457032,Almonds Raw Organic,6.84,10.29,100,sku_prefix,FALSE
KAD - 467396,Lotus Amaranth Flour Organic 500g,9.62,kadac,467396,Amaranth Flour Organic,6.41,9.62,100,sku_prefix,FALSE
KAD - 481335,Lotus Arrowroot Organic Powder 250g,8.19,kadac,481335,Arrowroot Organic Powder,5.49,8.19,100,sku_prefix,FALSE
KAD - 456770,Lotus Baking Powder Gluten Free 125g,8.55,kadac,456770,Baking Powder Gluten Free,5.69,8.55,100,sku_prefix,FALSE
KAD - 64008,Lotus Banana Chips Organic 150g,6.69,kadac,64008,Banana Chips Organic,4.19,6.69,100,sku_prefix,FALSE
KAD - 6120,Lotus Barley Bran Fine 500g,6.19,kadac,6120,Barley Bran Fine,4.09,6.19,100,sku_prefix,FALSE
KAD - 6127,Lotus Barley Flakes Rolled 500g,5.55,kadac,6127,Barley Flakes Rolled,3.79,5.55,100,sku_prefix,FALSE
KAD - 63801,Lotus Barley Flour Organic 500g,9.66,kadac,63801,Barley Flour Organic,6.43,9.66,100,sku_prefix,FALSE
KAD - 63870,Lotus Rice Jasmine Organic 500g,10.99,kadac,6387,Barley Malt Syrup Organic,15.85,23.65,100,sku_prefix,FALSE
KAD - 6281,Lotus Mung Beans Organic 500g,7.39,kadac,6281,Beans Mung Organic,5.19,7.39,,sku_prefix,FALSE
KAD - 63825,Soy Beans Organic 500g Lotus,8.11,kadac,63825,Beans Soy Organic,5.79,8.11,100,sku_prefix,FALSE
KAD - 63802,Lotus Besan Flour Organic 500g,9.95,kadac,63802,Besan Flour Organic,6.85,9.95,100,sku_prefix,FALSE
KAD - 63967,Lotus Bourghal Coarse Organic 375g,7.75,kadac,63967,Bourghal Coarse Organic,5.19,7.75,100,sku_prefix,FALSE
KAD - 6109,Bourghal Fine 500g Lotus,6.7,kadac,6109,Bourghal Fine,4.55,6.7,100,sku_prefix,FALSE
KAD - 6227,Bread Improver 250g Lotus,7.61,kadac,6227,Bread Improver,5.08,7.61,100,sku_prefix,FALSE
KAD - 487250,Lotus Buckwheat Flour Organic 1kg,11.98,kadac,487250,Buckwheat Flour Organic,8.55,11.98,100,sku_prefix,FALSE
KAD - 488092,Lotus Buckwheat Flour Organic 4.8kg,44.68,kadac,488092,Buckwheat Flour Organic,29.73,44.68,100,sku_prefix,FALSE
KAD - 488092,Lotus Buckwheat Flour Organic 4.8kg,44.68,kadac,488092A,Buckwheat Flour Organic,23.79,35.75,,barcode,FALSE
KAD - 63803,Lotus Buckwheat Flour Organic 500g,8.35,kadac,63803,Buckwheat Flour Organic,5.7,8.35,100,sku_prefix,FALSE
KAD - 6055,Lotus Buckwheat Kernels 500g,6.96,kadac,6055,Buckwheat Kernels,4.59,6.96,100,sku_prefix,FALSE
KAD - 64048,Lotus Buckwheat Kernels Organic 250g,5.94,kadac,64048,Buckwheat Kernels Organic,4,5.94,100,sku_prefix,FALSE
KAD - 6081,Lotus Buttermilk Powder 250g,9.95,kadac,6081,Buttermilk Powder,6.69,9.95,100,sku_prefix,FALSE
KAD - 456639,Lotus Cacao Powder Raw Organic 250g,15.42,kadac,456639,Cacao Powder Raw Organic,10.18,15.42,100,sku_prefix,FALSE
KAD - 63969,Lotus Carob Powder Organic 250g,6.49,kadac,63969,Carob Powder Organic,5.63,6.49,100,sku_prefix,FALSE
KAD - 488183,Lotus Cassava Flour Organic 1.98kg,33.99,kadac,488183,Cassava Flour Organic,22.75,33.99,100,sku_prefix,FALSE
KAD - 488169,Lotus Cassava Flour Organic 4.8kg,82.99,kadac,488169,Cassava Flour Organic,46.29,82.99,100,sku_prefix,FALSE
KAD - 487389,Lotus Cassava Flour Organic 660g,12.75,kadac,487389,Cassava Flour Organic,8.49,12.75,100,sku_prefix,FALSE
KAD - 63890,Lotus Chana Dahl (Spilt Peas) Organic 500g,8.84,kadac,63890,Chana Dahl (Split Peas) Organic,5.98,8.84,100,sku_prefix,FALSE
KAD - 418289,Lotus Chia Seeds Black (Bag) 1kg,23.31,kadac,418289,Chia Seeds Black,15.89,23.31,100,sku_prefix,FALSE
KAD - 418277,Lotus Chia Seeds Black Bag 500g,12.39,kadac,418277,Chia Seeds Black,8.59,12.39,100,sku_prefix,FALSE
KAD - 457056,Lotus Chia Seeds Black Organic (Bag) 125g,5.3,kadac,457056,Chia Seeds Black Organic,3.59,5.3,100,sku_prefix,FALSE
KAD - 451806,Chia Seeds Black Organic (Bag) 500g Lotus,12.69,kadac,451806,Chia Seeds Black Organic,8.69,12.69,100,sku_prefix,FALSE
KAD - 457068,Lotus Chia Seeds White 125g,6.88,kadac,457068,Chia Seeds White,4.61,6.88,100,sku_prefix,FALSE
KAD - 418253,Chia Seeds White (Bag) 1kg Lotus,35.29,kadac,418253,Chia Seeds White,23.63,35.29,100,sku_prefix,FALSE
KAD - 418241,Lotus Chia Seeds White 500g,18.63,kadac,418241,Chia Seeds White,12.48,18.63,100,sku_prefix,FALSE
KAD - 6293,Chick Peas Organic 500g Lotus,12.39,kadac,6293,Chick Peas Organic,8.55,12.39,100,sku_prefix,FALSE
KAD - 63970,Chocolate Bits Coarse Organic 125g Lotus,8.93,kadac,63970,Choc Bits Coarse Organic,5.65,8.93,,sku_prefix,FALSE
KAD - 467425,Lotus Cinnamon Organic 70g,7.05,kadac,467425,Cinnamon Organic,4.77,7.05,100,sku_prefix,FALSE
KAD - 6210,Lotus Citrus Pectin 100g,16.09,kadac,6210,Citrus Pectin,10.85,16.09,100,sku_prefix,FALSE
KAD - 64006,Lotus Cocoa Powder Organic 200g,9.45,kadac,64006,Cocoa Powder Organic,6.35,9.45,100,sku_prefix,FALSE
KAD - 462835,Lotus Coconut Flour Organic 500g,7.86,kadac,462835,Coconut Flour Organic,5.29,7.86,100,sku_prefix,FALSE
KAD - 6220,Lotus Cornflour Maize 500g,6.68,kadac,6220,Corn Starch,4.45,6.68,100,sku_prefix,FALSE
KAD - 452027,Lotus Organic Durum Wheat Couscous 500g,7.55,kadac,452027,Couscous Durum Wheat Organic,5.05,7.55,100,sku_prefix,FALSE
KAD - 452041,Lotus Couscous Whole Spelt Organic 500g,11.48,kadac,452041,Couscous Whole Spelt Organic,7.97,11.48,100,sku_prefix,FALSE
KAD - 471564,Lotus Epsom Salts 500g,7.15,kadac,471564,Epsom Salts,4.35,7.15,100,sku_prefix,FALSE
KAD - 63809,Lotus Flour Self Raising Organic 1kg,9.59,kadac,63809,Flour (Wheat) Self-Raising Organic,6.6,9.59,100,sku_prefix,FALSE
KAD - 63837,Lotus Flour White Unbleached Organic 1kg,9.99,kadac,63837,Flour (Wheat) White Unbleached Organic,6.75,9.99,100,sku_prefix,FALSE
KAD - 475335,Lotus Freekeh Cracked 425g,7.79,kadac,475335,Freekeh Cracked,5.24,7.79,100,sku_prefix,FALSE
KAD - 475347,Lotus Freekeh Whole 425g,8.47,kadac,475347,Freekeh Whole,5.57,8.47,100,sku_prefix,FALSE
KAD - 6062,Fructose Powder 1kg Lotus,14.28,kadac,6062,Fructose (Fruit Sugar),9.63,14.28,100,sku_prefix,FALSE
KAD - 6061,Lotus Fructose 500g,8.02,kadac,6061,Fructose (Fruit Sugar),5.44,8.02,100,sku_prefix,FALSE
KAD - 422419,Lotus Glucose Powder (Dextrose) 1kg,8.47,kadac,422419,Glucose Powder (Dextrose),5.94,8.47,100,sku_prefix,FALSE
KAD - 6178,Lotus Glucose Powder (Dextrose) 500g,5.39,kadac,6178,Glucose Powder (Dextrose),3.7,5.39,100,sku_prefix,FALSE
KAD - 488054,Lotus Gluten Flour 4.3kg,42.99,kadac,488054,Gluten Flour,32.65,39.99,100,sku_prefix,FALSE
KAD - 6291,Lotus Gluten Flour 500g,10,kadac,6291,Gluten Flour,6.49,10,100,sku_prefix,FALSE
KAD - 421184,Lotus Goji Berries Organic 250g,18.69,kadac,421184,Goji Berries Organic,12.6,18.69,100,sku_prefix,FALSE
KAD - 465916,Lotus Green Banana Flour 500g,16.59,kadac,465916,Green Banana Flour,11.15,16.59,100,sku_prefix,FALSE
KAD - 456782,Lotus Guar Gum 75g,6.91,kadac,456782,Guar Gum,4.52,6.91,100,sku_prefix,FALSE
KAD - 459007,Lotus Guar Gum Organic 75g,6.69,kadac,459007,Guar Gum Organic,4.75,6.69,100,sku_prefix,FALSE
KAD - 456720,Lotus LSA Meal 450g,10.54,kadac,456720,LSA Meal,7.24,10.54,100,sku_prefix,FALSE
KAD - 6092,Lotus LSA Meal 750g,17,kadac,6092,LSA Meal,11.48,17,100,sku_prefix,FALSE
KAD - 6181,Lotus Lecithin Granules Unbleached 200g,24.99,kadac,6181,Lecithin Granules,15.49,24.99,100,sku_prefix,FALSE
KAD - 457159,Lotus Lecithin Granules 450g,49.99,kadac,457159,Lecithin Granules,31.49,49.99,100,sku_prefix,FALSE
KAD - 63883,Lotus Lentils Green Organic 250g,7.65,kadac,63883,Lentils Green Organic,5.19,7.65,100,sku_prefix,FALSE
KAD - 63882,Lotus Lentils Red Split Organic 250g,7.19,kadac,63882,Lentils Red Split Organic,4.8,7.19,100,sku_prefix,FALSE
KAD - 6271,Lotus Linseed (Flaxseed) Brown 500g,7.67,kadac,6271,Linseed (Flaxseed) Brown,5.09,7.67,100,sku_prefix,FALSE
KAD - 6304,Lotus Linseed (Flaxseed) Brown Organic 500g,9.49,kadac,6304,Linseed (Flaxseed) Brown Organic,6.31,9.49,100,sku_prefix,FALSE
KAD - 63958,Lotus Linseed (Flaxseed) Golden Organic 500g,9.99,kadac,63958,Linseed (Flaxseed) Golden Organic,6.69,9.99,100,sku_prefix,FALSE
KAD - 456744,Lotus Linseed (Flaxseed) Meal 450g,7.11,kadac,456744,Linseed (Flaxseed) Meal,4.93,7.11,100,sku_prefix,FALSE
KAD - 457161,Lotus Linseed (Flaxseed) Meal Organic 450g,10.85,kadac,457161,Linseed (Flaxseed) Meal Organic,7.25,10.85,100,sku_prefix,FALSE
KAD - 457173,Lotus Lupin Flour 400g,7.29,kadac,457173,Lupin Flour,4.99,7.29,100,sku_prefix,FALSE
KAD - 63805,Lotus Maize Flour Organic 500g,7.42,kadac,63805,Maize Flour Organic,4.97,7.42,100,sku_prefix,FALSE
KAD - 458722,Lotus Matcha Powder Premium Organic 70g,28.69,kadac,458722,Matcha Powder Premium Organic,19.35,28.69,100,sku_prefix,FALSE
KAD - 64057,Lotus Millet Flakes Rolled Organic 375g,10.64,kadac,64057,Millet Flakes Rolled Organic,7.13,10.64,,sku_prefix,FALSE
KAD - 63806,Lotus Millet Flour Organic 500g,9.94,kadac,63806,Millet Flour Organic,7.2,9.94,100,sku_prefix,FALSE
KAD - 63815,Lotus Millet Hulled Organic 500g,10.78,kadac,63815,Millet Hulled Organic,7.57,10.78,100,sku_prefix,FALSE
KAD - 63821,Lotus Millet Meal Organic 500g,10.78,kadac,63821,Millet Meal Organic,7.66,10.78,100,sku_prefix,FALSE
KAD - 467437,Lotus Moringa Powder Organic 70g,6.59,kadac,467437,Moringa Powder Organic,4.45,6.59,100,sku_prefix,FALSE
KAD - 63834,Oat Groats Organic 500g Lotus,8.41,kadac,63834,Oat Groats Organic,5.77,8.41,100,sku_prefix,FALSE
KAD - 456768,Lotus Oatbran Organic 400g,6.69,kadac,456768,Oatbran Organic,4.45,6.69,100,sku_prefix,FALSE
KAD - 456732,Lotus Oatmeal Fine 400g,5.94,kadac,456732,Oatmeal Fine,4,5.94,100,sku_prefix,FALSE
KAD - 488145,Lotus Oats Instant Organic 2.8kg,24.4,kadac,488145,Oats Instant Organic,16.26,24.4,100,sku_prefix,FALSE
KAD - 488145,Lotus Oats Instant Organic 2.8kg,24.4,kadac,488145A,Oats Instant Organic,14.79,22.19,,barcode,FALSE
KAD - 63892,Lotus Oats Instant Organic 500g,6.69,kadac,63892,Oats Instant Organic,4.69,6.69,100,sku_prefix,FALSE
KAD - 63998,Lotus Oats Quick Organic 500g,7.19,kadac,63998,Oats Quick Organic,4.8,7.19,100,sku_prefix,FALSE
KAD - 63835,Lotus Oats Rolled Unstabilised Organic 750g,10.59,kadac,63835,Oats Rolled Raw (Unstabilised) Organic,7.35,10.59,100,sku_prefix,FALSE
KAD - 64040,Lotus Oats Rolled Traditional Creamy Style Organic 1kg,11.19,kadac,64040,Oats Rolled Traditional Creamy Style Organic,7.59,11.19,100,sku_prefix,FALSE
KAD - 488157,Lotus Oats Rolled Traditional Creamy Style Organic 3.2kg,26.23,kadac,488157,Oats Rolled Traditional Creamy Style Organic,17.7,26.23,100,sku_prefix,FALSE
KAD - 64026,Lotus Oats Rolled Traditional Creamy Style Organic 500g,8.49,kadac,64026,Oats Rolled Traditional Creamy Style Organic,5.79,8.49,100,sku_prefix,FALSE
KAD - 63868,Oats Rolled Traditional Creamy Style Organic 750g Lotus,9.6,kadac,63868,Oats Rolled Traditional Creamy Style Organic,6.59,9.6,100,sku_prefix,FALSE
KAD - 6131,Lotus Oats Steel Cut 500g,5.5,kadac,6131,Oats Steel Cut,3.59,5.5,100,sku_prefix,FALSE
KAD - 0118,Lotus Polenta 500g,5,kadac,0118,Polenta,3.39,5,100,sku_prefix,FALSE
KAD - 63836,Lotus Popcorn Organic 500g,6.19,kadac,63836,Popcorn Organic,4.09,6.19,100,sku_prefix,FALSE
KAD - 487896,Lotus Potato Flakes Organic 250g,9.55,kadac,487896,Potato Flakes Organic,6.35,9.55,,sku_prefix,FALSE
KAD - 6312,Lotus Potato Starch 1kg,13.95,kadac,6312,Potato Starch,9.55,13.95,100,sku_prefix,FALSE
KAD - 6290,Lotus Potato Starch 500g,9.39,kadac,6290,Potato Starch,6.49,9.39,100,sku_prefix,FALSE
KAD - 63973,Potato Starch Organic 375g Lotus,12.59,kadac,63973,Potato Starch Organic,8.39,12.59,100,sku_prefix,FALSE
KAD - 488133,Lotus Psyllium Husk Organic 2.7kg,104.99,kadac,488133,Psyllium Husk Organic,63.99,104.99,,sku_prefix,FALSE
KAD - 488133,Lotus Psyllium Husk Organic 2.7kg,104.99,kadac,488133A,Psyllium Husk Organic,49.4,74.19,,barcode,FALSE
KAD - 467449,Lotus Psyllium Husk Organic 200g,12.64,kadac,467449,Psyllium Husk Organic,7.82,12.64,100,sku_prefix,FALSE
KAD - 6022,Lotus Psyllium Husks 98% 200g,12.41,kadac,6022,Psyllium Husks 98%,7.68,12.41,,sku_prefix,FALSE
KAD - 423941,Lotus Psyllium Husks 98% 500g,26.71,kadac,423941,Psyllium Husks 98%,16.48,26.71,100,sku_prefix,FALSE
KAD - 457264,Psyllium Husks 98% 700g Lotus,34.41,kadac,457264,Psyllium Husks 98%,21.21,34.41,100,sku_prefix,FALSE
KAD - 411583,Lotus Psyllium Husks 98% (Shaker) 150g,11.64,kadac,411583,Psyllium Husks 98% (Shaker),7.24,11.64,100,sku_prefix,FALSE
KAD - 6029,Lotus Pepitas (Pumpkin Kernels) 250g,8.49,kadac,6029,Pumpkin Kernels (Pepitas),5.69,8.49,100,sku_prefix,FALSE
KAD - 456794,Lotus Pumpkin Kernels (Pepitas) Organic 100g,6.09,kadac,456794,Pumpkin Kernels (Pepitas) Organic,4.09,6.09,100,sku_prefix,FALSE
KAD - 426151,Lotus Pumpkin Kernels (Pepitas) Organic 500g,18.99,kadac,426151,Pumpkin Kernels (Pepitas) Organic,12.65,18.99,100,sku_prefix,FALSE
KAD - 488119,Lotus Quinoa Flakes Organic 2.9kg,51.45,kadac,488119,Quinoa Flakes Organic,34.25,51.45,,sku_prefix,FALSE
KAD - 488119,Lotus Quinoa Flakes Organic 2.9kg,51.45,kadac,488119A,Quinoa Flakes Organic,34.25,51.45,,barcode,FALSE
KAD - 63849,Lotus Quinoa Flakes Organic 300g,8.95,kadac,63849,Quinoa Flakes Organic,5.95,8.95,100,sku_prefix,FALSE
KAD - 63912,Lotus Quinoa Flour Organic 500g,11.76,kadac,63912,Quinoa Flour Organic,7.84,11.76,100,sku_prefix,FALSE
KAD - 423991,Lotus Quinoa Grain Black Organic 500g,11.09,kadac,423991,Quinoa Grain Black Organic,7.4,11.09,100,sku_prefix,FALSE
KAD - 64061,Quinoa Grain Red Organic 500g Lotus,8.34,kadac,64061,Quinoa Grain Red Organic,6.64,8.34,100,sku_prefix,FALSE
KAD - 459447,Lotus Quinoa Grain Tri Colour Organic 500g,9,kadac,459447,Quinoa Grain Tri-Colour Organic,6.54,9,100,sku_prefix,FALSE
KAD - 63845,Lotus Quinoa Grain White Organic 300g,7.36,kadac,63845,Quinoa Grain White Organic,5,7.36,100,sku_prefix,FALSE
KAD - 64041,Quinoa Grain White Organic 600g Lotus,10.87,kadac,64041,Quinoa Grain White Organic,7.5,10.87,100,sku_prefix,FALSE
KAD - 481323,Lotus Quinoa Puffed Organic 160g,9.85,kadac,481323,Quinoa Puffed Organic,6.6,9.85,100,sku_prefix,FALSE
KAD - 63921,Lotus Rice Arborio Organic 500g,14.09,kadac,63921,Rice Arborio Organic,9.39,14.09,100,sku_prefix,FALSE
KAD - 63851,Lotus Rice Basmati Organic 500g,9.25,kadac,63851,Rice Basmati Organic,6.33,9.25,100,sku_prefix,FALSE
KAD - 6180,Lotus Rice Bran Cereal 250g,7.35,kadac,6180,Rice Bran Cereal,5.15,7.35,100,sku_prefix,FALSE
KAD - 456756,Lotus Rice Bran Cereal 400g,9.71,kadac,456756,Rice Bran Cereal,6.45,9.71,100,sku_prefix,FALSE
KAD - 457214,Lotus Rice Bran Fine 450g,9.35,kadac,457214,Rice Bran Fine,6.25,9.35,100,sku_prefix,FALSE
KAD - 6128,Lotus Rice Flakes Brown Rolled 500g,7.15,kadac,6128,Rice Flakes Brown Rolled,4.79,7.15,100,sku_prefix,FALSE
KAD - 488078,Lotus Rice Flakes Rolled 2.8kg,31.89,kadac,488078,Rice Flakes Rolled,21.85,31.89,100,sku_prefix,FALSE
KAD - 63807,Lotus Rice Flour Brown Organic 500g,9.09,kadac,63807,Rice Flour Brown Organic,6,9.09,100,sku_prefix,FALSE
KAD - 6226,Lotus Rice Flour White 500g,6.88,kadac,6226,Rice Flour White,4.55,6.88,100,sku_prefix,FALSE
KAD - 423965,Lotus Rice Flour White Organic 500g,12.19,kadac,423965,Rice Flour White Organic,8.16,12.19,100,sku_prefix,FALSE
