sku,title,variant_title,vendor,wholesale_price,rrp
NH - RCUP - RCHP-single,RiceUp/ Brown Rice Chips Pesto 60g,RiceUp/ Brown Rice Chips Pesto 60g,Kikai Markets,2.50,
NH - RCUP - RCHP,RiceUp/ Brown Rice Chips Pesto 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RCHPZ,RiceUp/ Brown Rice Chips Pizza 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RCHRL,RiceUp/ Brown Rice Chips Red Lentil 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RCHSSP,RiceUp/ Brown Rice Chips Sea Salt & Pepper 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RCHSS-single,RiceUp/ Brown Rice Chips Sea Salt 60g,RiceUp/ Brown Rice Chips Sea Salt 60g,Kikai Markets,2.50,
NH - RCUP - RCHSS,RiceUp/ Brown Rice Chips Sea Salt 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RPBBDC,RiceUp/ Brown Rice Proviotic Bars with Belgian Dark Chocolate 18g (Carton of 20),,Kikai Markets,18.00,
NH - RCUP - RPBBMC,RiceUp/ Brown Rice Proviotic Bars with Belgian Milk Chocolate 18g (Carton of 20),,Kikai Markets,18.00,
NH - RCUP - RPBBWC,RiceUp/ Brown Rice Proviotic Bars with Belgian White Chocolate 18g (Carton of 20),,Kikai Markets,18.00,
NH - RCUP - RRBDC,RiceUp/ Brown Rice Rolls with Belgian Dark Chocolate 50g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RRBDC90,RiceUp/ Brown Rice Rolls with Belgian Dark Chocolate 90g (Carton of 12),,Kikai Markets,50.00,
NH - RCUP - RRBMC90,"RiceUp/ Brown Rice Rolls with Belgian Milk Chocolate
90g (Carton of 12)",,Kikai Markets,50.00,
NH - RCUP - RRBMC,RiceUp/ Brown Rice Rolls with Belgian Milk Chocolate 50g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RRBWC,RiceUp/ Brown Rice Rolls with Belgian White Chocolate 50g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RC7SS-single,RiceUp/ Organic Brown Rice Cakes 7 Super Seeds 120g,RiceUp/ Organic Brown Rice Cakes 7 Super Seeds 120g,Kikai Markets,2.30,
